measure_name,datum,county_id,state_id,state_name,first_year,last_year,footnotes,sources
"Population of women aged 13-44",1980,37029,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",11250,37031,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",3630,37033,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",30310,37035,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",11680,37037,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",4280,37039,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",2510,37041,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",1570,37043,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",18970,37045,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",10410,37047,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",19700,37049,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",75510,37051,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",4820,37053,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",6080,37055,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",31280,37057,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",7400,37059,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",11280,37061,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",75130,37063,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",10580,37065,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",80030,37067,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",12150,37069,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",44370,37071,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",2030,37073,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",1460,37075,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",10760,37077,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",3520,37079,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",118140,37081,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",9450,37083,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",29350,37085,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",10300,37087,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",19140,37089,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",4440,37091,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",12460,37093,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",780,37095,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",34280,37097,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",9480,37099,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",39840,37101,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",1620,37103,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",11900,37105,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",10530,37107,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",15060,37109,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",8060,37111,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",5380,37113,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",4010,37115,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",4060,37117,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",255540,37119,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",2430,37121,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",5110,37123,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",16940,37125,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",18370,37127,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",49990,37129,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",3100,37131,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",41710,37133,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",36000,37135,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",1790,37137,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",8140,37139,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",10830,37141,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",2130,37143,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",7220,37145,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",46420,37147,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",2880,37149,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",27390,37151,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",8890,37153,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",28750,37155,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",16640,37157,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",27220,37159,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",11980,37161,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",12110,37163,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",6710,37165,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",11280,37167,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",8050,37169,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",13160,37171,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",2780,37173,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",5200,37175,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",600,37177,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",47580,37179,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",8740,37181,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",244580,37183,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",3140,37185,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",2020,37187,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",14010,37189,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",25040,37191,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",12050,37193,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",16430,37195,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",6720,37197,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",2900,37199,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Population of women aged 13-44",2129250,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",1080,37001,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",240,37003,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",80,37005,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",170,37007,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",210,37009,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",110,37011,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",340,37013,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",240,37015,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",240,37017,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",690,37019,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",2160,37021,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",710,37023,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",1120,37025,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",660,37027,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",40,37029,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",290,37031,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",110,37033,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",990,37035,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",480,37037,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",170,37039,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",60,37041,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",70,37043,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",660,37045,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",490,37047,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",710,37049,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",3390,37051,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",140,37053,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",200,37055,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",1080,37057,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",200,37059,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",540,37061,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
